girl,age,num_people,jerib_cnt,sheep_cnt,treatment,formal_school,test_score
0,8,8,2,0,1,0,69
0,6,8,2,0,1,0,71
0,8,7,0,0,1,1,69
0,11,7,0,0,1,0,93
0,10,9,1,5,1,1,90
0,7,9,1,5,1,1,87
0,11,8,0,6,1,1,93
0,8,11,0,0,1,1,84
0,10,11,0,0,1,1,93
0,9,4,2,0,1,1,80
0,10,13,0,0,1,1,86
0,8,13,0,0,1,1,87
0,11,7,1,6,1,1,93
0,8,6,2,10,1,1,74
0,10,12,1,3,1,1,71
0,10,10,1,7,1,0,62
0,7,10,1,7,1,1,61
0,9,16,0,9,1,1,96
0,8,16,0,9,1,1,93
0,8,16,0,9,1,1,81
0,6,16,0,9,1,0,61
0,7,12,0,10,1,1,80
0,6,8,0,10,1,1,96
0,11,8,0,10,1,1,97
0,7,7,0,2,1,1,79
0,10,7,0,2,1,1,96
0,7,6,0,5,1,1,78
0,11,8,0,8,1,1,77
0,7,14,1,7,1,1,75
0,11,8,1,8,1,1,74
0,7,8,1,8,1,1,89
0,7,6,0,10,1,0,60
0,10,9,0,5,1,1,93
0,10,8,0.5,2,1,1,80
0,9,6,1,3,1,1,83
0,6,8,1,3,1,0,65
0,10,8,1,3,1,1,95
0,10,3,0,6,1,1,97
0,11,11,0.5,20,1,1,95
0,7,11,0.5,20,1,1,93
0,7,6,0,0,1,1,80
0,11,6,0,0,1,0,83
0,6,4,0,4,1,0,57
0,9,10,0,20,1,1,86
0,8,8,0,30,1,1,75
0,8,7,0,60,1,1,94
0,7,7,0,60,1,1,94
0,10,7,0,60,1,0,97
0,10,12,0,30,1,1,97
0,7,12,0,30,1,0,75
0,7,7,0,9,1,1,89
0,7,13,1,10,1,1,81
0,11,9,0,9,1,1,82
0,7,17,0,15,1,1,87
0,7,17,0,15,1,1,86
0,10,17,0,15,1,0,87
0,9,16,1,15,1,1,83
0,7,13,0,150,1,1,89
0,8,5,1,50,1,1,95
0,9,8,1,20,1,1,94
0,11,8,0,0,1,1,97
0,8,8,0,0,1,1,90
0,7,8,0,0,1,1,75
0,9,8,5,60,1,1,95
0,11,8,5,60,1,1,94
0,6,8,5,60,1,1,92
0,7,9,2,7,1,1,95
0,6,10,0,10,1,0,70
0,7,10,0,10,1,1,94
0,8,9,4,60,1,1,97
0,10,9,0,0,1,1,93
0,8,9,2,11,1,1,84
0,10,9,2,11,1,1,76
0,7,9,2,11,1,1,77
0,7,7,0,0,1,0,60
0,7,7,0,0,1,0,64
0,7,10,0,4,1,1,90
0,9,10,0,4,1,1,82
0,8,5,0,0,1,1,90
0,11,4,0,0,1,1,81
0,10,11,3,6,1,1,79
0,8,11,3,6,1,1,77
0,7,8,1,10,1,1,64
0,7,13,3,30,1,0,78
0,11,9,1,0,1,1,79
0,6,9,1,0,1,0,57
0,10,5,0,4,1,1,73
0,9,4,0,0,1,0,84
0,8,13,3,7,1,1,63
0,8,8,1,0,1,0,74
0,11,8,1,0,1,0,90
0,9,8,1,0,1,0,80
0,7,7,0,0,1,0,74
0,10,6,1,4,1,1,93
0,8,8,5,10,1,0,58
0,10,7,1,0,1,1,69
0,6,5,2,0,1,1,61
0,9,9,0.5,0,1,0,71
0,9,8,1,0,1,1,85
0,7,17,4,5,1,0,67
0,6,6,0,0,1,1,75
0,8,6,0,0,1,1,91
0,11,12,2,0,1,1,95
0,10,7,0,0,1,1,85
0,6,7,0,0,1,1,62
0,11,22,5,10,1,0,84
0,10,22,5,10,1,1,74
0,7,6,1,0,1,0,64
0,9,11,1,0,1,0,89
0,6,9,0,0,1,0,59
0,7,9,0,0,1,0,77
0,9,7,3,0,1,1,83
0,6,13,1,0,1,0,61
0,6,9,0,0,1,0,57
0,7,9,0,0,1,1,71
0,8,8,2,10,1,1,57
0,8,5,2,0,1,1,64
0,10,15,1,10,1,1,76
0,6,6,0.5,3,1,1,64
0,10,6,0.5,3,1,1,82
0,9,6,1,0,1,1,93
0,8,7,0,0,0,1,71
0,10,8,0,5,0,0,92
0,9,10,0,8,0,0,61
0,7,6,0,4,0,0,73
0,10,9,1,4,0,0,77
0,10,9,0,4,0,1,81
0,9,9,0,4,0,0,63
0,8,14,10,10,0,0,89
0,9,9,0,20,0,0,78
0,10,9,1,10,0,1,83
0,10,8,0,5,0,1,91
0,11,8,0.5,5,0,1,90
0,10,6,0,4,0,0,87
0,9,6,0,1,0,1,76
0,9,9,0,1,0,0,67
0,10,9,0,1,0,0,79
0,7,9,0,1,0,0,61
0,6,9,0,1,0,0,59
0,7,15,0,0,0,0,95
0,11,4,1,10,0,1,97
0,7,8,1,0,0,0,65
0,9,8,5,9,0,1,94
0,7,8,5,9,0,0,63
0,9,9,0,0,0,0,93
0,7,9,0,0,0,0,71
0,9,12,0.5,0,0,0,61
0,7,7,0.5,4,0,0,61
0,11,7,0.5,2,0,0,73
0,7,7,0.5,2,0,0,60
0,11,6,0.5,3,0,0,82
0,10,6,0,20,0,0,87
0,10,7,0,0,0,0,73
0,9,7,1,5,0,0,65
0,11,7,1,5,0,0,60
0,8,8,0,0,0,0,65
0,7,9,1,1,0,0,69
0,10,9,1,1,0,0,76
0,8,9,1,1,0,0,66
0,7,5,3,15,0,0,77
0,10,5,3,15,0,0,63
0,8,9,0,0,0,0,72
0,7,9,0,0,0,0,65
0,7,8,1,9,0,0,66
0,10,8,1,9,0,0,78
0,10,6,1,0,0,0,83
0,8,6,1,0,0,0,65
0,8,7,1,15,0,0,76
0,10,7,1,15,0,0,96
0,7,5,0,0,0,0,70
0,11,13,0,2,0,0,65
0,6,4,0,0,0,0,65
0,8,14,2,15,0,0,79
0,7,14,2,15,0,0,62
0,7,12,1,10,0,0,62
0,9,12,1,10,0,0,63
0,8,7,0,5,0,0,67
0,11,7,0,5,0,0,69
0,10,8,0,0,0,0,60
0,9,8,2,20,0,0,78
0,11,7,1,10,0,1,81
0,11,13,3,0,0,0,86
0,8,13,3,0,0,0,95
0,8,10,0,0,0,0,63
0,9,5,1,4,0,0,78
0,7,6,0,0,0,0,57
0,7,8,0,5,0,0,67
0,7,10,0,5,0,0,57
0,9,6,0,10,0,0,61
0,11,6,0,4,0,0,93
0,7,7,0,2,0,0,65
0,9,7,0,2,0,0,65
0,10,8,0,10,0,1,82
0,11,8,0,10,0,1,84
0,7,8,0,10,0,0,70
0,7,7,0,5,0,0,65
0,8,8,0,30,0,0,66
0,8,5,2,0,0,1,83
0,10,8,0,10,0,1,78
0,10,8,0,5,0,1,81
0,8,6,1,15,0,1,69
0,7,18,0,0,0,1,68
0,8,10,0,7,0,1,68
0,11,11,0,20,0,0,89
0,10,10,0,0,0,0,78
0,7,7,0.5,2,0,0,62
0,8,5,0,0,0,1,69
0,11,7,0.5,9,0,0,92
0,7,8,1,10,0,1,61
0,7,8,0,2,0,1,60
0,6,9,2,0,0,0,59
0,8,6,0,4,0,0,69
0,10,9,1,50,0,0,77
0,11,6,0,5,0,1,85
0,8,6,0,6,0,0,61
0,8,6,4,0,0,1,80
0,8,7,0,3,0,1,66
0,11,7,0,10,0,0,88
0,7,7,0,10,0,0,58
0,6,7,0,5,0,0,58
0,11,12,2,10,0,0,94
0,8,12,2,10,0,0,73
0,10,10,0.5,6,0,0,80
0,11,12,0.5,10,0,0,81
0,9,12,0.5,10,0,0,76
0,10,9,1,40,0,0,81
0,8,9,1,40,0,0,72
0,10,7,1,7,0,0,67
0,8,5,0,0,0,1,72
0,10,9,1,10,0,1,91
0,7,12,0.5,10,0,1,67
0,8,13,1,6,0,0,66
0,11,13,1,6,0,0,74
0,7,13,1,6,0,0,60
0,11,6,0,10,0,0,87
0,8,8,0.5,10,0,0,61
0,7,4,1,10,0,0,59
0,9,10,3,30,0,1,62
0,7,10,3,30,0,1,76
0,11,6,1,0,0,0,71
0,9,7,3,20,0,0,95
0,6,9,2,10,0,1,57
0,8,7,1,10,0,1,81
0,10,10,0,0,0,1,88
0,7,10,0,0,0,1,74
0,8,6,1,0,0,1,73
0,10,6,1,0,0,1,90
0,7,9,0,1,0,1,69
0,10,9,0,1,0,1,96
0,7,8,0,2,0,1,71
0,9,5,1,9,0,1,87
0,10,6,1,0,0,1,81
0,7,11,2,40,0,1,69
0,6,11,2,40,0,0,73
0,10,11,2,40,0,1,65
0,11,11,2,40,0,1,96
0,9,7,1,10,0,1,72
0,9,5,1,0,0,1,74
0,7,11,0.5,20,0,1,92
0,11,11,0.5,20,0,1,95
0,9,8,1,40,0,1,85
0,11,8,6,30,0,1,85
0,8,10,2,20,0,1,88
0,10,10,2,20,0,1,92
0,8,7,2,10,1,1,83
0,9,9,0,6,1,1,73
0,11,9,0,2,1,1,83
0,8,9,0,6,1,1,76
0,10,9,0,6,1,1,71
0,11,6,0,2,1,1,73
0,9,4,0,0,1,1,78
0,7,8,3,10,1,1,75
0,11,7,0,6,1,0,67
0,9,7,0,6,1,1,81
0,10,8,1.5,8,1,1,88
0,6,8,1.5,8,1,1,60
0,8,8,1.5,8,1,1,81
0,11,7,2,1,1,0,74
0,10,7,2,1,1,0,77
0,10,4,1,0,1,0,93
0,11,8,0,0,1,1,82
0,7,8,0,0,1,1,74
0,8,6,0,2,1,1,82
0,6,7,0,0,1,1,58
0,6,7,0,0,1,1,73
0,8,14,2,8,1,1,93
0,7,14,2,8,1,1,69
0,9,13,0,0,1,1,85
0,9,9,2,9,1,1,76
0,10,5,0,10,1,1,85
0,10,9,1,4,1,1,89
0,8,6,0,5,1,1,85
0,11,9,4,5,1,0,62
0,7,9,4,5,1,0,61
0,9,7,1,5,1,0,86
0,6,9,0,15,1,0,61
0,11,9,0,15,1,1,95
0,9,9,0,15,1,0,64
0,7,5,1,5,1,1,80
0,10,9,2,5,1,0,67
0,7,9,2,5,1,1,77
0,6,3,0.5,0,1,0,64
0,10,5,2,5,1,0,64
0,8,5,2,5,1,0,67
0,8,8,2,6,1,1,66
0,11,5,0,3,1,1,85
0,11,8,2,3,1,1,73
0,6,8,2,3,1,1,67
0,10,7,3,10,1,1,97
0,10,3,0.5,0,1,1,61
0,9,4,1,10,1,1,94
0,11,8,1,10,1,1,96
0,8,5,0.5,5,1,1,75
0,10,8,0.5,4,1,0,74
0,7,8,0.5,4,1,0,77
0,6,7,2,5,1,0,61
0,8,7,2,5,1,0,76
0,9,11,0.5,6,1,0,70
0,7,10,1,0,1,0,61
0,10,10,1,0,1,0,60
0,11,33,3,30,1,1,65
0,9,8,0,3,1,1,62
0,10,9,0,2,1,1,80
0,8,7,1,0,1,1,95
0,6,10,3,3,1,1,76
0,11,10,3,3,1,1,94
0,10,10,3,3,1,1,95
0,10,6,0,0,1,0,69
0,8,7,0,4,1,1,75
0,9,15,2,1,1,1,95
0,7,15,0.5,20,1,0,60
0,7,17,3,3,1,0,66
0,9,15,10,8,1,1,62
0,8,7,2,6,1,0,65
0,10,11,2,2,1,1,73
0,7,11,2,2,1,0,64
0,9,8,1,0,1,1,85
0,9,7,1,0,1,0,61
0,10,7,1,0,1,1,73
0,8,4,2,10,1,0,65
0,7,5,1,10,1,0,61
0,11,7,2,5,1,0,81
0,10,7,2,5,1,1,77
0,11,3,2,0,1,0,77
0,11,6,1.5,0,1,1,78
0,11,12,2,17,1,1,95
0,10,5,1,5,1,1,77
0,8,6,1,5,1,1,63
0,11,6,1,5,1,1,81
0,8,6,0.5,2,1,0,81
0,10,6,0.5,2,1,1,90
0,9,4,1,0,1,1,85
0,6,11,3,25,1,1,60
0,11,6,2,5,1,1,96
0,9,4,0,0,1,1,63
0,8,10,0,5,1,1,78
0,10,10,0,5,1,1,84
0,9,8,1,0,1,1,75
0,8,8,1,2,1,0,60
0,9,6,0,0,1,1,78
0,10,9,2,7,1,1,86
0,9,8,0,2,1,1,74
0,11,25,6,10,1,1,89
0,9,8,4,8,0,1,94
0,8,4,0,0,0,0,61
0,8,6,3,0,0,0,61
0,7,7,0,0,0,0,61
0,9,7,2,0,0,1,69
0,7,7,2,0,0,0,61
0,11,11,2,10,0,0,75
0,11,5,0,0,0,0,85
0,7,5,0,0,0,0,72
0,10,7,2,0,0,0,77
0,9,9,1,0,0,0,87
0,8,9,1,0,0,0,81
0,10,8,0,0,0,0,65
0,9,19,2,0,0,1,92
0,10,19,2,0,0,1,87
0,11,5,0,0,0,0,61
0,9,8,0.5,0,0,0,69
0,9,5,3,10,0,0,60
0,11,5,3,10,0,1,65
0,8,6,2,0,0,1,67
0,11,6,2,0,0,0,76
0,7,5,0.5,0,0,0,63
0,6,12,2,7,0,0,61
0,11,4,0,10,0,0,62
0,11,7,0,1,0,1,77
0,10,7,4,0,0,0,88
0,8,7,4,0,0,1,61
0,6,5,1,0,0,0,63
0,11,5,1,0,0,0,88
0,11,13,2,0,0,0,78
0,10,16,3,9,0,1,81
0,10,5,1,0,0,1,66
0,11,10,2,5,0,1,78
0,6,10,2,5,0,0,64
0,8,7,0,0,0,0,88
0,10,7,0,0,0,1,94
0,7,7,0,0,0,0,83
0,8,4,0,0,0,0,80
0,11,4,0,0,0,1,85
0,10,6,2,3,0,0,77
0,7,6,2,3,0,0,69
0,8,8,0,5,0,0,71
0,10,8,0,5,0,0,87
0,7,5,1,4,0,0,65
0,10,7,3,10,0,1,87
0,11,7,3,10,0,1,72
0,8,6,0,2,0,0,65
0,6,6,0,2,0,0,57
0,10,8,3,0,0,0,64
0,11,8,3,0,0,1,89
0,8,8,3,0,0,0,61
0,10,6,1,2,0,1,85
0,10,8,0.5,0,0,0,77
0,11,7,0,0,0,1,81
0,9,7,0,0,0,1,60
0,8,6,0,1,0,0,62
0,7,6,0,0,0,0,70
0,7,8,0,10,0,1,76
0,10,8,0,10,0,1,89
0,10,7,3,5,0,1,81
0,11,7,3,1,0,0,77
0,10,8,0.5,0,0,0,65
0,8,8,0.5,0,0,0,61
0,11,6,0,0,0,1,85
0,10,6,0,1,0,0,61
0,10,6,0,2,0,0,71
0,8,7,0,0,0,0,75
0,11,7,0,0,0,0,79
0,11,8,0.5,15,0,0,78
0,8,9,0,0,0,0,82
0,10,9,0,0,0,0,67
0,6,9,0,0,0,0,57
0,11,9,0,0,0,0,68
0,11,10,0,20,0,1,89
0,9,10,0,20,0,0,79
0,9,7,1,6,0,0,69
0,7,7,1,6,0,0,60
0,8,8,2,0,0,1,69
0,11,8,2,0,0,1,92
0,7,8,2,0,0,0,67
0,11,6,5,0,0,1,90
0,11,10,0.5,5,0,0,74
0,10,6,0,0,0,1,93
0,10,5,0,5,0,0,65
0,7,13,0,0,0,0,73
0,7,5,0,0,0,0,65
0,11,5,0,0,0,1,71
0,6,8,4,6,0,0,62
0,10,8,4,6,0,1,94
0,6,12,0,0,0,0,57
0,11,12,0,0,0,0,85
0,11,5,0,0,0,1,96
0,9,4,5,0,0,0,69
0,10,6,0,0,0,1,96
0,7,4,1,4,0,0,61
0,10,5,1,0,0,1,76
0,7,5,1,0,0,0,58
0,9,7,1,1,0,1,68
0,10,7,0,0,0,1,89
0,8,5,0,0,0,0,66
0,8,8,3,7,0,1,76
0,7,8,3,7,0,1,73
0,7,5,2,0,0,0,69
0,8,4,0,0,0,1,70
0,11,7,2,0,0,0,85
0,9,7,2,0,0,0,89
0,8,9,2,0,0,1,85
0,11,9,2,0,0,1,96
0,11,9,2,5,0,1,91
0,7,8,0,3,0,0,65
0,6,8,0,3,0,0,57
0,10,6,2,0,0,0,71
0,10,10,0,0,0,0,66
0,11,4,0,2,0,0,96
0,10,4,0,2,0,0,67
0,6,15,1,0,0,0,64
0,10,13,1,0,0,0,70
0,7,13,1,0,0,0,62
0,11,13,1,0,0,0,73
0,8,7,1,1,0,0,66
0,7,7,1,1,0,0,61
0,10,7,1,1,0,0,72
0,7,6,2,5,0,0,61
0,8,11,3,0,0,0,61
0,6,6,0.5,0,0,0,62
0,9,4,2,0,0,0,64
0,7,10,0,5,0,0,68
0,8,8,2,10,0,0,72
0,10,10,2,6,0,0,65
0,11,8,2,0,0,0,67
0,11,4,0,0,0,0,73
0,10,7,0.5,3,0,1,77
0,11,6,2,2,0,1,73
0,7,6,0.5,2,0,0,61
0,9,7,2,0,0,0,81
0,7,7,2,0,0,0,61
0,9,7,1.5,7,0,1,77
0,7,8,1,5,0,0,65
0,10,8,1,5,0,1,72
0,7,7,1,0,0,0,59
0,6,9,0.5,3,0,0,64
0,7,3,0.5,0,0,0,69
0,9,9,2,10,0,0,73
0,10,12,1,4,0,1,81
0,7,12,1,4,0,0,61
0,8,12,1,4,0,0,65
0,11,8,0,10,0,1,76
0,8,8,0,10,0,0,63
0,7,7,1,5,0,0,66
0,8,4,1,5,0,0,68
0,10,8,2,5,0,1,85
0,11,7,1,5,0,0,85
0,10,7,1,10,0,1,80
0,8,7,1,10,0,0,71
0,7,4,3,10,0,0,66
0,11,10,5,8,0,1,85
0,10,12,5,15,0,0,69
0,9,12,5,15,0,0,79
0,8,9,1,20,0,0,68
0,9,7,0,2,0,1,69
0,8,7,0,2,0,1,62
0,8,6,0.5,5,0,0,65
0,7,5,0.5,5,0,0,64
0,8,7,0,10,0,0,94
0,9,6,0,4,0,0,81
0,9,9,0.5,2,0,0,69
0,10,10,1,5,0,0,78
0,11,6,0,5,0,0,92
0,6,9,3,8,0,0,60
0,10,9,3,8,0,1,94
0,10,8,1.5,10,0,1,81
0,8,10,2,10,0,1,78
0,11,5,2,15,0,1,97
0,10,10,0.5,7,0,1,81
0,11,9,1,6,0,0,78
0,11,6,2,7,0,0,81
0,8,6,2,7,0,0,61
0,7,5,0,0,0,0,61
0,7,10,0.5,10,0,0,61
0,9,5,0.5,2,0,0,93
0,7,5,0.5,2,0,1,78
0,11,5,0.5,2,0,0,94
0,10,10,1,0,0,1,73
0,7,6,0.5,0,0,0,63
0,9,8,1,10,0,1,96
0,8,4,1.5,4,0,0,65
0,10,6,2.5,3,0,1,69
0,10,5,2,3,0,1,68
0,7,5,2,3,0,0,64
0,7,9,2,1,0,0,62
0,8,9,2,1,0,1,79
0,7,10,3,8,0,0,61
0,9,10,2,0,0,0,70
0,6,5,2,0,0,0,60
0,7,13,2,10,0,0,61
0,8,6,2,20,0,1,85
0,11,6,2,20,0,1,90
0,8,4,1,10,0,0,74
0,10,10,2,15,0,1,85
0,6,10,2,15,0,0,57
0,6,6,0,0,0,0,61
0,7,7,1,0,0,0,61
0,8,7,2,8,0,1,77
0,7,9,0.5,10,0,0,64
0,10,9,0.5,10,0,1,80
0,9,5,0.5,0,0,1,76
0,10,6,0.5,5,0,0,71
0,8,6,0,0,0,0,60
0,10,9,1,10,0,0,77
0,6,9,1,10,0,0,58
0,9,7,0.5,0,0,1,72
0,7,7,0.5,0,0,0,57
1,8,8,1,10,1,1,90
1,6,8,1,10,1,1,67
1,11,2,0,8,1,1,79
1,9,10,2,0,1,1,77
1,8,10,2,0,1,1,73
1,7,11,1,30,1,1,69
1,8,8,1,0,1,1,86
1,7,8,1,0,1,1,81
1,8,7,0,20,1,1,79
1,10,6,0,10,1,1,85
1,10,10,0,10,1,1,94
1,7,5,1,10,1,1,65
1,7,7,1,0,1,1,68
1,7,8,0,0,1,0,61
1,8,8,2,3,1,1,90
1,11,10,0,0,1,1,94
1,9,10,0,0,1,1,87
1,10,7,1,10,1,1,63
1,8,13,1,20,1,1,75
1,10,13,1,20,1,1,78
1,10,8,0,0,1,1,89
1,8,9,1,9,1,0,73
1,9,6,2,5,1,1,64
1,10,5,1,5,1,1,65
1,11,8,0,0,1,1,91
1,9,8,0,0,1,1,96
1,7,7,0,4,1,1,74
1,10,7,0,4,1,1,72
1,11,12,3,5,1,1,86
1,6,6,0,2,1,0,60
1,7,5,1,0,1,1,63
1,8,8,3,0,1,1,60
1,9,10,1,5,1,1,79
1,9,11,1,10,1,1,81
1,8,10,1,10,1,1,75
1,10,10,1,10,1,1,78
1,9,18,0,0,1,1,86
1,8,18,0,0,1,1,81
1,7,7,0.5,7,1,0,59
1,9,9,2,11,1,1,73
1,10,10,1,40,1,0,65
1,9,6,1,3,1,0,62
1,10,7,0,0,1,1,77
1,7,7,0,0,1,0,60
1,10,7,0.5,0,1,0,63
1,7,7,0.5,0,1,0,58
1,7,10,1,6,1,0,67
1,11,5,0,2,1,0,64
1,11,9,3,0,1,1,81
1,8,9,3,0,1,1,68
1,6,9,3,0,1,0,61
1,7,10,0.5,7,1,1,75
1,11,11,1,30,1,0,97
1,6,11,1,30,1,1,74
1,6,10,2,10,1,0,60
1,10,8,0,0,1,1,73
1,7,7,1,2,1,0,60
1,10,7,1,2,1,1,80
1,8,8,1,10,1,1,77
1,8,7,2,20,1,1,89
1,6,7,1,0,1,0,62
1,9,9,1,0,1,0,73
1,11,9,1,0,1,1,82
1,9,8,0,7,1,1,67
1,8,8,0,7,1,1,61
1,7,9,0.5,0,1,1,77
1,10,6,1,0,1,1,83
1,7,10,1,20,1,1,73
1,11,10,1,20,1,1,80
1,7,5,0,0,1,0,57
1,11,9,1,10,1,0,79
1,8,14,5,40,1,1,59
1,8,14,5,40,1,1,73
1,7,9,0,0,1,1,72
1,11,10,0.5,0,1,1,77
1,7,6,0,0,1,0,60
1,6,9,1,2,1,1,77
1,8,9,1,2,1,1,79
1,9,12,1,10,1,1,85
1,8,12,1,10,1,0,60
1,9,12,1,10,1,1,75
1,10,12,1,10,1,0,82
1,10,7,3,3,1,0,90
1,9,4,0,3,1,1,94
1,11,7,4,15,1,1,92
1,7,20,0,5,1,1,70
1,9,20,0,5,1,1,89
1,7,8,0,10,1,0,64
1,9,7,0.5,0,1,1,62
1,7,15,10,60,1,0,57
1,9,15,10,60,1,1,88
1,11,15,10,60,1,0,85
1,7,9,1,10,1,1,65
1,10,12,1,10,1,1,69
1,10,8,1,10,1,1,67
1,11,8,1,10,1,1,73
1,11,6,1,4,1,1,64
1,9,15,1,10,1,1,85
1,11,15,1,10,1,1,87
1,10,15,1,10,1,1,88
1,8,8,2,40,1,1,78
1,11,20,2,40,1,1,84
1,9,20,2,40,1,1,76
1,6,20,2,40,1,1,58
1,7,6,1,7,1,1,69
1,7,8,1,10,1,1,67
1,7,15,0,10,1,1,73
1,11,15,0,10,1,1,91
1,11,8,1,10,1,1,88
1,9,8,1,10,1,1,74
1,10,5,0.5,4,1,1,83
1,10,8,0.5,4,1,1,73
1,10,10,0.5,4,1,1,88
1,11,8,1,10,1,1,73
1,9,8,1,10,1,1,66
1,10,5,5,20,1,1,77
1,8,15,0,0,1,1,82
1,8,15,0,0,1,1,77
1,9,9,1,10,1,1,79
1,8,6,1,15,1,1,86
1,10,9,1,0,1,1,87
1,8,7,0.5,9,1,1,81
1,7,7,0.5,9,1,0,71
1,11,7,1,7,1,1,81
1,7,15,0,4,1,1,79
1,9,15,0,0,1,0,68
1,10,15,0,0,1,0,77
1,8,11,1.5,5,1,1,90
1,10,13,1,20,1,1,93
1,10,9,0,10,1,1,90
1,9,9,0,10,1,1,87
1,6,9,1,20,1,0,60
1,10,8,0,0,1,1,83
1,11,9,3,11,1,1,90
1,9,8,3,16,1,1,79
1,7,8,0,6,1,1,81
1,11,11,0,0,1,0,72
1,6,9,1,0,1,1,72
1,8,11,0,10,1,1,65
1,10,11,0,10,1,1,96
1,9,8,0.5,0,1,1,77
1,7,8,0.5,0,1,0,60
1,6,7,1,6,1,0,61
1,7,8,1,20,1,0,61
1,9,6,1,0,1,0,88
1,10,6,2,10,1,0,80
1,7,12,1,3,1,1,78
1,9,10,1,7,1,1,65
1,7,5,0,0,1,0,60
1,7,6,0,0,1,0,71
1,8,8,0,10,1,1,86
1,9,6,0,5,1,1,80
